run,case,mode,layer,max_num_neighbors,cap_frac,mean_degree,n_query,n_edges
r3_clean_xyzgeom_tgtw_s7,AG/fast/RAN_QING_BO,full,3,16,0.9891501069068909,15.972875595092773,1106,17666
r3_clean_xyzgeom_tgtw_s7,AG/fast/RAN_QING_BO,full,4,16,1.0,16.0,277,4432
r3_clean_xyzgeom_tgtw_s7,AG/fast/RAN_QING_BO,full,5,16,0.9819494485855103,15.888086318969727,277,4401
r3_clean_xyzgeom_tgtw_s7,AG/fast/RAN_QING_BO,full,6,16,1.0,16.0,70,1120
r3_clean_xyzgeom_tgtw_s7,AG/fast/RAN_QING_BO,full,7,16,0.8999999761581421,15.642857551574707,70,1095
r3_clean_xyzgeom_tgtw_s7,AG/fast/RAN_QING_BO,sub,0,16,0.8720000386238098,15.68600082397461,500,7843
r3_clean_xyzgeom_tgtw_s7,AG/fast/RAN_QING_BO,sub,1,16,0.0,4.964000225067139,500,2482
r3_clean_xyzgeom_tgtw_s7,AG/fast/RAN_QING_BO,sub,2,16,0.8640000224113464,15.192000389099121,125,1899
r3_clean_xyzgeom_tgtw_s7,AG/fast/RAN_QING_BO,sub,3,16,0.0,5.25600004196167,125,657
r3_clean_xyzgeom_tgtw_s7,AG/fast/RAN_QING_BO,sub,4,16,0.71875,14.1875,32,454
r3_clean_xyzgeom_tgtw_s7,AG/fast/RAN_QING_BO,sub,5,16,0.0,4.6875,32,150
r3_clean_xyzgeom_tgtw_s7,AG/fast/RAN_QING_BO,sub,6,16,0.125,10.0,8,80
r3_clean_xyzgeom_tgtw_s7,AG/fast/RAN_QING_BO,sub,7,16,0.0,2.5,8,20
r3_clean_xyzgeom_tgtw_s7,AG/slow/CHENG_LU_LI,full,0,16,1.0,16.0,2770,44320
r3_clean_xyzgeom_tgtw_s7,AG/slow/CHENG_LU_LI,full,1,16,1.0,16.0,2770,44320
r3_clean_xyzgeom_tgtw_s7,AG/slow/CHENG_LU_LI,full,2,16,1.0,16.0,693,11088
r3_clean_xyzgeom_tgtw_s7,AG/slow/CHENG_LU_LI,full,3,16,1.0,16.0,693,11088
r3_clean_xyzgeom_tgtw_s7,AG/slow/CHENG_LU_LI,full,4,16,1.0,16.0,174,2784
r3_clean_xyzgeom_tgtw_s7,AG/slow/CHENG_LU_LI,full,5,16,0.9655172228813171,15.908045768737793,174,2768
r3_clean_xyzgeom_tgtw_s7,AG/slow/CHENG_LU_LI,full,6,16,1.0,16.0,44,704
r3_clean_xyzgeom_tgtw_s7,AG/slow/CHENG_LU_LI,full,7,16,0.7727273106575012,15.545454978942871,44,684
r3_clean_xyzgeom_tgtw_s7,AG/slow/CHENG_LU_LI,sub,0,16,1.0,16.0,500,8000
r3_clean_xyzgeom_tgtw_s7,AG/slow/CHENG_LU_LI,sub,1,16,0.0,8.780000686645508,500,4390
r3_clean_xyzgeom_tgtw_s7,AG/slow/CHENG_LU_LI,sub,2,16,0.9760000705718994,15.952000617980957,125,1994
r3_clean_xyzgeom_tgtw_s7,AG/slow/CHENG_LU_LI,sub,3,16,0.00800000037997961,9.272000312805176,125,1159
r3_clean_xyzgeom_tgtw_s7,AG/slow/CHENG_LU_LI,sub,4,16,0.8125,15.09375,32,483
r3_clean_xyzgeom_tgtw_s7,AG/slow/CHENG_LU_LI,sub,5,16,0.0,6.3125,32,202
r3_clean_xyzgeom_tgtw_s7,AG/slow/CHENG_LU_LI,sub,6,16,0.375,13.5,8,108
r3_clean_xyzgeom_tgtw_s7,AG/slow/CHENG_LU_LI,sub,7,16,0.0,3.25,8,26
r3_clean_xyzgeom_tgtw_s2025,AG/slow/WEI_BAO_XING,full,0,16,1.0,16.0,2463,39408
r3_clean_xyzgeom_tgtw_s2025,AG/slow/WEI_BAO_XING,full,1,16,1.0,16.0,2463,39408
r3_clean_xyzgeom_tgtw_s2025,AG/slow/WEI_BAO_XING,full,2,16,1.0,16.0,616,9856
r3_clean_xyzgeom_tgtw_s2025,AG/slow/WEI_BAO_XING,full,3,16,0.9935064911842346,15.988636016845703,616,9849
r3_clean_xyzgeom_tgtw_s2025,AG/slow/WEI_BAO_XING,full,4,16,1.0,16.0,154,2464
r3_clean_xyzgeom_tgtw_s2025,AG/slow/WEI_BAO_XING,full,5,16,0.9545454382896423,15.805194854736328,154,2434
r3_clean_xyzgeom_tgtw_s2025,AG/slow/WEI_BAO_XING,full,6,16,1.0,16.0,39,624
r3_clean_xyzgeom_tgtw_s2025,AG/slow/WEI_BAO_XING,full,7,16,0.692307710647583,14.589743614196777,39,569
r3_clean_xyzgeom_tgtw_s2025,AG/slow/WEI_BAO_XING,sub,0,16,0.9900000691413879,15.97800064086914,500,7989
r3_clean_xyzgeom_tgtw_s2025,AG/slow/WEI_BAO_XING,sub,1,16,0.0,6.9720001220703125,500,3486
r3_clean_xyzgeom_tgtw_s2025,AG/slow/WEI_BAO_XING,sub,2,16,0.968000054359436,15.896000862121582,125,1987
r3_clean_xyzgeom_tgtw_s2025,AG/slow/WEI_BAO_XING,sub,3,16,0.0,7.128000259399414,125,891
r3_clean_xyzgeom_tgtw_s2025,AG/slow/WEI_BAO_XING,sub,4,16,0.78125,15.3125,32,490
r3_clean_xyzgeom_tgtw_s2025,AG/slow/WEI_BAO_XING,sub,5,16,0.0,6.0625,32,194
r3_clean_xyzgeom_tgtw_s2025,AG/slow/WEI_BAO_XING,sub,6,16,0.25,12.5,8,100
r3_clean_xyzgeom_tgtw_s2025,AG/slow/WEI_BAO_XING,sub,7,16,0.0,3.0,8,24
r3_clean_xyzgeom_tgtw_s2025,AG/slow/LIU_JIN_LIANG,full,0,16,1.0,16.0,3440,55040
r3_clean_xyzgeom_tgtw_s2025,AG/slow/LIU_JIN_LIANG,full,1,16,1.0,16.0,3440,55040
r3_clean_xyzgeom_tgtw_s2025,AG/slow/LIU_JIN_LIANG,full,2,16,1.0,16.0,860,13760
r3_clean_xyzgeom_tgtw_s2025,AG/slow/LIU_JIN_LIANG,full,3,16,0.9965116381645203,15.991860389709473,860,13753
r3_clean_xyzgeom_tgtw_s2025,AG/slow/LIU_JIN_LIANG,full,4,16,1.0,16.0,215,3440
r3_clean_xyzgeom_tgtw_s2025,AG/slow/LIU_JIN_LIANG,full,5,16,0.9813953638076782,15.934884071350098,215,3426
r3_clean_xyzgeom_tgtw_s2025,AG/slow/LIU_JIN_LIANG,full,6,16,1.0,16.0,54,864
r3_clean_xyzgeom_tgtw_s2025,AG/slow/LIU_JIN_LIANG,full,7,16,0.8148148059844971,15.314814567565918,54,827
r3_clean_xyzgeom_tgtw_s2025,AG/slow/LIU_JIN_LIANG,sub,0,16,0.9940000176429749,15.992000579833984,500,7996
r3_clean_xyzgeom_tgtw_s2025,AG/slow/LIU_JIN_LIANG,sub,1,16,0.0,7.908000469207764,500,3954
r3_clean_xyzgeom_tgtw_s2025,AG/slow/LIU_JIN_LIANG,sub,2,16,0.9600000381469727,15.760001182556152,125,1970
r3_clean_xyzgeom_tgtw_s2025,AG/slow/LIU_JIN_LIANG,sub,3,16,0.0,8.184000015258789,125,1023
r3_clean_xyzgeom_tgtw_s2025,AG/slow/LIU_JIN_LIANG,sub,4,16,0.65625,14.625,32,468
r3_clean_xyzgeom_tgtw_s2025,AG/slow/LIU_JIN_LIANG,sub,5,16,0.0,5.875,32,188
r3_clean_xyzgeom_tgtw_s2025,AG/slow/LIU_JIN_LIANG,sub,6,16,0.25,11.875,8,95
r3_clean_xyzgeom_tgtw_s2025,AG/slow/LIU_JIN_LIANG,sub,7,16,0.0,3.0,8,24
r3_clean_xyzgeom_tgtw_s2025,AG/fast/FAN_JIAN_MING,full,0,16,1.0,16.0,2657,42512
r3_clean_xyzgeom_tgtw_s2025,AG/fast/FAN_JIAN_MING,full,1,16,0.9736545085906982,15.9480619430542,2657,42374
r3_clean_xyzgeom_tgtw_s2025,AG/fast/FAN_JIAN_MING,full,2,16,1.0,16.0,665,10640
r3_clean_xyzgeom_tgtw_s2025,AG/fast/FAN_JIAN_MING,full,3,16,0.9819548726081848,15.957895278930664,665,10612
r3_clean_xyzgeom_tgtw_s2025,AG/fast/FAN_JIAN_MING,full,4,16,1.0,16.0,167,2672
r3_clean_xyzgeom_tgtw_s2025,AG/fast/FAN_JIAN_MING,full,5,16,0.9580838680267334,15.868264198303223,167,2650
r3_clean_xyzgeom_tgtw_s2025,AG/fast/FAN_JIAN_MING,full,6,16,1.0,16.0,42,672
r3_clean_xyzgeom_tgtw_s2025,AG/fast/FAN_JIAN_MING,full,7,16,0.738095223903656,14.928571701049805,42,627
r3_clean_xyzgeom_tgtw_s2025,AG/fast/FAN_JIAN_MING,sub,0,16,0.7140000462532043,15.246000289916992,500,7623
r3_clean_xyzgeom_tgtw_s2025,AG/fast/FAN_JIAN_MING,sub,1,16,0.0,4.952000141143799,500,2476
r3_clean_xyzgeom_tgtw_s2025,AG/fast/FAN_JIAN_MING,sub,2,16,0.8240000605583191,15.512001037597656,125,1939
r3_clean_xyzgeom_tgtw_s2025,AG/fast/FAN_JIAN_MING,sub,3,16,0.0,5.25600004196167,125,657
r3_clean_xyzgeom_tgtw_s2025,AG/fast/FAN_JIAN_MING,sub,4,16,0.75,14.71875,32,471
r3_clean_xyzgeom_tgtw_s2025,AG/fast/FAN_JIAN_MING,sub,5,16,0.0,5.125,32,164
r3_clean_xyzgeom_tgtw_s2025,AG/fast/FAN_JIAN_MING,sub,6,16,0.5,12.875,8,103
r3_clean_xyzgeom_tgtw_s2025,AG/fast/FAN_JIAN_MING,sub,7,16,0.0,3.5,8,28
r3_clean_xyzgeom_tgtw_s2025,AG/fast/HAN_JIAN_JUN,full,0,16,1.0,16.0,2832,45312
r3_clean_xyzgeom_tgtw_s2025,AG/fast/HAN_JIAN_JUN,full,1,16,1.0,16.0,2832,45312
r3_clean_xyzgeom_tgtw_s2025,AG/fast/HAN_JIAN_JUN,full,2,16,1.0,16.0,708,11328
r3_clean_xyzgeom_tgtw_s2025,AG/fast/HAN_JIAN_JUN,full,3,16,1.0,16.0,708,11328
r3_clean_xyzgeom_tgtw_s2025,AG/fast/HAN_JIAN_JUN,full,4,16,1.0,16.0,177,2832
r3_clean_xyzgeom_tgtw_s2025,AG/fast/HAN_JIAN_JUN,full,5,16,0.9548022747039795,15.8305082321167,177,2802
r3_clean_xyzgeom_tgtw_s2025,AG/fast/HAN_JIAN_JUN,full,6,16,1.0,16.0,45,720
r3_clean_xyzgeom_tgtw_s2025,AG/fast/HAN_JIAN_JUN,full,7,16,0.7555555701255798,15.222222328186035,45,685
r3_clean_xyzgeom_tgtw_s2025,AG/fast/HAN_JIAN_JUN,sub,0,16,1.0,16.0,500,8000
r3_clean_xyzgeom_tgtw_s2025,AG/fast/HAN_JIAN_JUN,sub,1,16,0.0,7.808000564575195,500,3904
r3_clean_xyzgeom_tgtw_s2025,AG/fast/HAN_JIAN_JUN,sub,2,16,0.9600000381469727,15.88800048828125,125,1986
r3_clean_xyzgeom_tgtw_s2025,AG/fast/HAN_JIAN_JUN,sub,3,16,0.0,8.184000015258789,125,1023
r3_clean_xyzgeom_tgtw_s2025,AG/fast/HAN_JIAN_JUN,sub,4,16,0.6875,14.46875,32,463
r3_clean_xyzgeom_tgtw_s2025,AG/fast/HAN_JIAN_JUN,sub,5,16,0.0,5.75,32,184
r3_clean_xyzgeom_tgtw_s2025,AG/fast/HAN_JIAN_JUN,sub,6,16,0.375,12.5,8,100
r3_clean_xyzgeom_tgtw_s2025,AG/fast/HAN_JIAN_JUN,sub,7,16,0.0,3.5,8,28
r3_clean_xyzgeom_tgtw_s2025,AG/slow/XU_YI_CAI,full,0,16,1.0,16.0,2694,43104
r3_clean_xyzgeom_tgtw_s2025,AG/slow/XU_YI_CAI,full,1,16,1.0,16.0,2694,43104
r3_clean_xyzgeom_tgtw_s2025,AG/slow/XU_YI_CAI,full,2,16,1.0,16.0,674,10784
r3_clean_xyzgeom_tgtw_s2025,AG/slow/XU_YI_CAI,full,3,16,0.998516321182251,15.998516082763672,674,10783
r3_clean_xyzgeom_tgtw_s2025,AG/slow/XU_YI_CAI,full,4,16,1.0,16.0,169,2704
r3_clean_xyzgeom_tgtw_s2025,AG/slow/XU_YI_CAI,full,5,16,0.976331353187561,15.940828323364258,169,2694
r3_clean_xyzgeom_tgtw_s2025,AG/slow/XU_YI_CAI,full,6,16,1.0,16.0,43,688
r3_clean_xyzgeom_tgtw_s2025,AG/slow/XU_YI_CAI,full,7,16,0.7209302186965942,14.95348834991455,43,643
r3_clean_xyzgeom_tgtw_s2025,AG/slow/XU_YI_CAI,sub,0,16,0.9860000610351562,15.964000701904297,500,7982
r3_clean_xyzgeom_tgtw_s2025,AG/slow/XU_YI_CAI,sub,1,16,0.0,7.460000514984131,500,3730
r3_clean_xyzgeom_tgtw_s2025,AG/slow/XU_YI_CAI,sub,2,16,0.9760000705718994,15.920001029968262,125,1990
r3_clean_xyzgeom_tgtw_s2025,AG/slow/XU_YI_CAI,sub,3,16,0.0,7.7360005378723145,125,967
r3_clean_xyzgeom_tgtw_s2025,AG/slow/XU_YI_CAI,sub,4,16,0.875,15.21875,32,487
r3_clean_xyzgeom_tgtw_s2025,AG/slow/XU_YI_CAI,sub,5,16,0.0,6.0,32,192
r3_clean_xyzgeom_tgtw_s2025,AG/slow/XU_YI_CAI,sub,6,16,0.375,12.5,8,100
r3_clean_xyzgeom_tgtw_s2025,AG/slow/XU_YI_CAI,sub,7,16,0.0,3.0,8,24
r3_clean_xyzgeom_tgtw_s2025,AG/slow/LIU_FENG,full,0,16,0.9999999403953552,15.999999046325684,3398,54368
r3_clean_xyzgeom_tgtw_s2025,AG/slow/LIU_FENG,full,1,16,0.9999999403953552,15.999999046325684,3398,54368
r3_clean_xyzgeom_tgtw_s2025,AG/slow/LIU_FENG,full,2,16,0.9999999403953552,15.999999046325684,850,13600
r3_clean_xyzgeom_tgtw_s2025,AG/slow/LIU_FENG,full,3,16,0.9999999403953552,15.999999046325684,850,13600
r3_clean_xyzgeom_tgtw_s2025,AG/slow/LIU_FENG,full,4,16,1.0,16.0,213,3408
r3_clean_xyzgeom_tgtw_s2025,AG/slow/LIU_FENG,full,5,16,0.9812206625938416,15.943662643432617,213,3396
r3_clean_xyzgeom_tgtw_s2025,AG/slow/LIU_FENG,full,6,16,1.0,16.0,54,864
r3_clean_xyzgeom_tgtw_s2025,AG/slow/LIU_FENG,full,7,16,0.9629629850387573,15.925926208496094,54,860
r3_clean_xyzgeom_tgtw_s2025,AG/slow/LIU_FENG,sub,0,16,0.9940000176429749,15.992000579833984,500,7996
r3_clean_xyzgeom_tgtw_s2025,AG/slow/LIU_FENG,sub,1,16,0.006000000052154064,8.688000679016113,500,4344
r3_clean_xyzgeom_tgtw_s2025,AG/slow/LIU_FENG,sub,2,16,0.984000027179718,15.952000617980957,125,1994
r3_clean_xyzgeom_tgtw_s2025,AG/slow/LIU_FENG,sub,3,16,0.00800000037997961,9.192000389099121,125,1149
r3_clean_xyzgeom_tgtw_s2025,AG/slow/LIU_FENG,sub,4,16,0.84375,15.21875,32,487
r3_clean_xyzgeom_tgtw_s2025,AG/slow/LIU_FENG,sub,5,16,0.0,7.25,32,232
r3_clean_xyzgeom_tgtw_s2025,AG/slow/LIU_FENG,sub,6,16,0.5,13.75,8,110
r3_clean_xyzgeom_tgtw_s2025,AG/slow/LIU_FENG,sub,7,16,0.0,4.0,8,32
r3_clean_xyzgeom_tgtw_s2025,AG/fast/RAN_QING_BO,full,0,16,1.0,16.0,4421,70736
r3_clean_xyzgeom_tgtw_s2025,AG/fast/RAN_QING_BO,full,1,16,1.0,16.0,4421,70736
r3_clean_xyzgeom_tgtw_s2025,AG/fast/RAN_QING_BO,full,2,16,1.0,16.0,1106,17696
r3_clean_xyzgeom_tgtw_s2025,AG/fast/RAN_QING_BO,full,3,16,0.9891501069068909,15.972875595092773,1106,17666
r3_clean_xyzgeom_tgtw_s2025,AG/fast/RAN_QING_BO,full,4,16,1.0,16.0,277,4432
r3_clean_xyzgeom_tgtw_s2025,AG/fast/RAN_QING_BO,full,5,16,0.9819494485855103,15.888086318969727,277,4401
r3_clean_xyzgeom_tgtw_s2025,AG/fast/RAN_QING_BO,full,6,16,1.0,16.0,70,1120
r3_clean_xyzgeom_tgtw_s2025,AG/fast/RAN_QING_BO,full,7,16,0.8999999761581421,15.642857551574707,70,1095
r3_clean_xyzgeom_tgtw_s2025,AG/fast/RAN_QING_BO,sub,0,16,0.8800000548362732,15.7160005569458,500,7858
r3_clean_xyzgeom_tgtw_s2025,AG/fast/RAN_QING_BO,sub,1,16,0.0,5.0360002517700195,500,2518
r3_clean_xyzgeom_tgtw_s2025,AG/fast/RAN_QING_BO,sub,2,16,0.8720000386238098,15.192000389099121,125,1899
r3_clean_xyzgeom_tgtw_s2025,AG/fast/RAN_QING_BO,sub,3,16,0.0,5.224000453948975,125,653
r3_clean_xyzgeom_tgtw_s2025,AG/fast/RAN_QING_BO,sub,4,16,0.6875,13.78125,32,441
r3_clean_xyzgeom_tgtw_s2025,AG/fast/RAN_QING_BO,sub,5,16,0.0,4.8125,32,154
r3_clean_xyzgeom_tgtw_s2025,AG/fast/RAN_QING_BO,sub,6,16,0.125,10.375,8,83
r3_clean_xyzgeom_tgtw_s2025,AG/fast/RAN_QING_BO,sub,7,16,0.0,2.75,8,22
r3_clean_xyzgeom_tgtw_s2025,AG/slow/CHENG_LU_LI,full,0,16,1.0,16.0,2770,44320
r3_clean_xyzgeom_tgtw_s2025,AG/slow/CHENG_LU_LI,full,1,16,1.0,16.0,2770,44320
r3_clean_xyzgeom_tgtw_s2025,AG/slow/CHENG_LU_LI,full,2,16,1.0,16.0,693,11088
r3_clean_xyzgeom_tgtw_s2025,AG/slow/CHENG_LU_LI,full,3,16,1.0,16.0,693,11088
r3_clean_xyzgeom_tgtw_s2025,AG/slow/CHENG_LU_LI,full,4,16,1.0,16.0,174,2784
r3_clean_xyzgeom_tgtw_s2025,AG/slow/CHENG_LU_LI,full,5,16,0.9655172228813171,15.908045768737793,174,2768
r3_clean_xyzgeom_tgtw_s2025,AG/slow/CHENG_LU_LI,full,6,16,1.0,16.0,44,704
r3_clean_xyzgeom_tgtw_s2025,AG/slow/CHENG_LU_LI,full,7,16,0.7727273106575012,15.545454978942871,44,684
r3_clean_xyzgeom_tgtw_s2025,AG/slow/CHENG_LU_LI,sub,0,16,1.0,16.0,500,8000
r3_clean_xyzgeom_tgtw_s2025,AG/slow/CHENG_LU_LI,sub,1,16,0.0020000000949949026,8.824000358581543,500,4412
r3_clean_xyzgeom_tgtw_s2025,AG/slow/CHENG_LU_LI,sub,2,16,0.9760000705718994,15.952000617980957,125,1994
r3_clean_xyzgeom_tgtw_s2025,AG/slow/CHENG_LU_LI,sub,3,16,0.00800000037997961,9.128000259399414,125,1141
r3_clean_xyzgeom_tgtw_s2025,AG/slow/CHENG_LU_LI,sub,4,16,0.84375,15.03125,32,481
r3_clean_xyzgeom_tgtw_s2025,AG/slow/CHENG_LU_LI,sub,5,16,0.0,6.5625,32,210
r3_clean_xyzgeom_tgtw_s2025,AG/slow/CHENG_LU_LI,sub,6,16,0.5,13.75,8,110
r3_clean_xyzgeom_tgtw_s2025,AG/slow/CHENG_LU_LI,sub,7,16,0.0,3.75,8,30
