support_order,source_point_index,x_true_mm,y_true_mm,z_true_mm,distance_to_wall_true_mm,current_true_near_wall_1p5,legacy_near_wall_tag,legacy_distance_to_wall_true_mm,pnpp_fps_center,pnpp_knn_membership_count
1176,414815,-9.2086763381958,-5.5540995597839355,-16.808734893798828,5.82799768447876,0,0,5.82799768447876,0,1
1177,260722,-8.616227149963379,12.933239936828613,251.9675750732422,4.5229010581970215,0,0,80.45764923095703,1,1
1178,887710,15.932476997375488,-14.4463472366333,-84.56253814697266,1.2956453561782837,1,0,1.2956453561782837,0,0
1179,250819,-7.4723968505859375,-1.660663366317749,236.30047607421875,1.7648406028747559,0,0,63.04841232299805,0,1
1180,641116,10.815256118774414,15.339433670043945,-0.6726881265640259,1.124908685684204,1,0,1.124908685684204,0,1
1181,578278,-5.848977088928223,-0.7104448080062866,92.13529968261719,3.9239885807037354,0,0,3.9239885807037354,0,1
1182,277021,3.4271340370178223,19.722139358520508,237.91944885253906,0.9867990612983704,1,0,67.08351135253906,0,1
1183,594314,3.1535451412200928,-21.116806030273438,-70.4983901977539,1.203665018081665,1,0,1.203665018081665,0,1
1184,769681,-7.505370616912842,12.831178665161133,63.53246307373047,1.9148329496383667,0,0,1.9148329496383667,1,1
1185,492618,5.352607250213623,8.863430976867676,5.6410298347473145,8.612334251403809,0,0,8.612334251403809,0,1
1186,44551,-1.0394331216812134,27.385345458984375,307.3948974609375,2.239621877670288,0,0,137.0329132080078,0,1
1187,336671,-3.712254524230957,25.82297706604004,279.1924133300781,0.6570714116096497,1,0,108.85523223876953,0,0
1188,523316,8.071305274963379,-11.851126670837402,81.0399169921875,1.441165566444397,1,0,1.441165566444397,0,1
1189,877765,29.12693214416504,-18.887149810791016,-88.2940902709961,1.044754147529602,1,0,1.044754147529602,0,1
1190,389976,-8.76804256439209,10.747106552124023,296.24969482421875,4.379093170166016,0,0,124.1146469116211,0,0
1191,885198,16.44760513305664,-21.079498291015625,-88.86058044433594,0.9089650511741638,1,0,0.9089650511741638,0,1
1192,296291,-1.6797306537628174,5.013670444488525,322.9002380371094,0.6520211696624756,1,0,149.745361328125,0,1
1193,208668,-6.448483943939209,10.108538627624512,227.202880859375,6.18193244934082,0,0,55.73134231567383,0,1
1194,942923,-96.74974822998047,13.604217529296875,-136.11167907714844,1.088881492614746,1,0,51.205570220947266,0,0
1195,289199,-5.343076705932617,17.766918182373047,222.50335693359375,1.074780821800232,1,0,51.631431579589844,0,1
1196,809584,12.519909858703613,-9.791905403137207,134.94764709472656,0.8669888973236084,1,0,0.8669888973236084,0,1
1197,710038,-34.84219741821289,-36.781288146972656,-73.91032409667969,0.7891968488693237,1,0,0.7891968488693237,0,0
1198,75518,3.116703748703003,34.66379165649414,365.3047180175781,0.7029513120651245,1,0,195.3376922607422,0,1
1199,383382,-9.576828956604004,10.59727668762207,288.6138000488281,3.739595890045166,0,0,116.50665283203125,0,1
1200,698517,-32.13018035888672,-35.257171630859375,-53.85111999511719,1.593503713607788,0,0,1.593503713607788,0,1
1201,813553,12.485161781311035,-7.896180152893066,146.8363037109375,1.073723554611206,1,0,1.0737236738204956,0,0
1202,902793,17.357715606689453,-49.593387603759766,-100.12355041503906,1.0021264553070068,1,0,1.0021264553070068,0,0
1203,2169,58.32023620605469,28.80344009399414,-128.39230346679688,1.0664771795272827,1,0,62.29897689819336,0,1
1204,832755,5.442415714263916,-13.420964241027832,111.48929595947266,4.562339782714844,0,0,4.562339782714844,0,1
1205,803086,12.152823448181152,-10.620426177978516,117.94438171386719,1.0806589126586914,1,0,1.0806589126586914,0,0
1206,101873,11.035296440124512,15.621284484863281,295.31268310546875,0.9057151675224304,1,0,123.50149536132812,0,0
1207,120016,11.037384033203125,5.170097827911377,246.54544067382812,0.8202230930328369,1,0,73.839111328125,0,1
1208,199774,7.429296016693115,14.721856117248535,216.64190673828125,0.7935419678688049,1,0,45.32714080810547,0,0
1209,107571,8.702991485595703,7.706115245819092,266.37750244140625,2.7916758060455322,0,0,93.89161682128906,0,1
1210,211920,-5.7503156661987305,-4.0265703201293945,231.63751220703125,1.2984445095062256,1,0,58.1092529296875,0,1
1211,972585,-4.170955657958984,-110.61067962646484,-125.91111755371094,0.5675598382949829,1,0,51.24288558959961,0,1
1212,136904,-12.112081527709961,11.647427558898926,306.1272277832031,1.318729043006897,1,0,133.98919677734375,0,1
1213,147063,-4.219198226928711,-7.439167022705078,196.92184448242188,2.301771402359009,0,0,23.320592880249023,0,0
1214,949127,-98.23394775390625,20.357635498046875,-143.4092559814453,0.48881322145462036,1,0,59.79598617553711,0,1
1215,157484,-6.273880958557129,10.105999946594238,199.9365692138672,4.052252292633057,0,0,28.60148811340332,0,1
1216,12640,47.616703033447266,16.723247528076172,-126.98710632324219,1.3079766035079956,1,0,46.771968841552734,0,1
1217,555291,-7.0413079261779785,-14.944111824035645,-34.545536041259766,1.413234829902649,1,0,1.413234829902649,0,1
1218,509191,10.446762084960938,4.425232887268066,158.34521484375,1.8425922393798828,0,0,1.8425922393798828,0,1
1219,505877,9.530936241149902,6.17285680770874,150.03648376464844,1.2303707599639893,1,0,1.2303707599639893,0,1
1220,923001,22.543731689453125,-49.90998840332031,-123.10448455810547,1.5128405094146729,0,0,1.5128405094146729,0,1
1221,216457,7.661007881164551,8.527164459228516,224.1801300048828,4.308150768280029,0,0,52.24229431152344,0,1
1222,5076,53.14134979248047,28.509937286376953,-125.51155853271484,0.5981128215789795,1,0,59.72071838378906,0,1
1223,729370,-49.56980895996094,-73.76599884033203,-97.47017669677734,1.4750651121139526,1,0,1.475064992904663,0,0
1224,32314,31.067859649658203,-20.03771209716797,-124.01345825195312,0.9433806538581848,1,0,6.427545547485352,0,1
1225,700721,-43.906185150146484,-22.543333053588867,-62.60329818725586,0.7217176556587219,1,0,0.7217177152633667,0,1
1226,688607,-34.554264068603516,-39.485015869140625,-66.66358947753906,1.819128155708313,0,0,1.8191282749176025,0,1
1227,113739,1.7912064790725708,4.648591995239258,259.8998107910156,6.399566173553467,0,0,87.3561782836914,0,0
1228,495270,-10.108004570007324,5.726809024810791,-3.374457597732544,1.1067402362823486,1,0,1.1067402362823486,0,2
1229,480773,-3.5373034477233887,18.594953536987305,27.114822387695312,1.5726715326309204,0,0,1.5726715326309204,0,1
1230,766297,-78.87112426757812,-0.6185516715049744,-127.24864196777344,1.1031774282455444,1,0,27.06011390686035,0,0
1231,419037,-28.88335609436035,-29.810941696166992,-50.34852981567383,1.861863136291504,0,0,1.8618630170822144,0,1
1232,847172,6.162838459014893,-7.760685920715332,93.2751693725586,1.1964161396026611,1,0,1.1964162588119507,1,1
1233,460142,22.748048782348633,-42.37006759643555,-81.38028717041016,0.6767192482948303,1,0,0.6767192482948303,0,1
1234,491262,-2.0550708770751953,12.896390914916992,2.6076650619506836,3.101177215576172,0,0,3.101177215576172,0,2
1235,203705,7.994542121887207,9.454937934875488,217.14459228515625,3.514150619506836,0,0,45.31952667236328,0,1
1236,370444,-11.2741060256958,15.043831825256348,371.834228515625,0.7806088924407959,1,0,199.61605834960938,1,1
1237,570280,-16.3953914642334,-6.308781147003174,75.33287048339844,2.343757152557373,0,0,2.343757152557373,0,1
1238,924007,18.859683990478516,-50.149810791015625,-119.34932708740234,1.1630297899246216,1,0,1.1630297899246216,0,0
1239,542937,6.8572516441345215,-23.50448989868164,-44.23296356201172,6.210845947265625,0,0,6.210845947265625,0,1
1240,289048,-6.491780757904053,18.67770767211914,229.2724609375,0.6556157469749451,1,0,58.467987060546875,0,1
1241,104669,10.487146377563477,13.770862579345703,263.07537841796875,1.2060024738311768,1,0,91.28594207763672,0,1
1242,466560,23.72905921936035,-44.388267517089844,-87.1705551147461,0.8269846439361572,1,0,0.8269846439361572,0,1
1243,383766,-8.522967338562012,9.132645606994629,286.9299621582031,4.357176303863525,0,0,114.67172241210938,0,0
1244,149333,4.073366641998291,-7.775792598724365,207.00930786132812,0.7241480350494385,1,0,33.10665512084961,0,1
1245,906467,11.781978607177734,-54.426246643066406,-108.7631607055664,0.6470685601234436,1,0,0.6470685601234436,0,1
1246,262947,-13.394926071166992,11.08534049987793,263.84918212890625,0.8772644996643066,1,0,91.95548248291016,0,1
1247,408969,-3.1796486377716064,-0.018116634339094162,-22.66440200805664,1.222616195678711,1,0,1.222616195678711,0,1
1248,107543,10.181402206420898,3.6734719276428223,259.85302734375,0.7070133090019226,1,0,86.8802490234375,0,1
1249,687861,-36.380027770996094,-45.98088836669922,-65.89933013916016,2.3563573360443115,0,0,2.3563573360443115,0,1
1250,624382,7.967691898345947,-7.8272318840026855,-26.293548583984375,3.359060525894165,0,0,3.359060525894165,0,1
1251,355224,-10.235517501831055,12.115776062011719,353.1329345703125,0.9111414551734924,1,0,180.6905059814453,0,1
1252,108114,11.64245319366455,10.553998947143555,254.16705322265625,0.8054596781730652,1,0,82.04068756103516,0,0
1253,670040,-1.6564102172851562,-1.9690003395080566,-61.244808197021484,1.4178416728973389,1,0,1.4178416728973389,0,1
1254,942679,-94.27666473388672,14.611100196838379,-136.4294891357422,1.795746088027954,0,0,50.43474578857422,0,0
1255,856173,-13.98915958404541,5.986800670623779,33.159278869628906,1.5641252994537354,0,0,1.5641252994537354,0,1
1256,216506,8.654909133911133,6.40546178817749,231.9347381591797,3.3994009494781494,0,0,59.59720230102539,0,0
1257,629667,7.742892742156982,-9.670601844787598,-10.191349029541016,3.619464159011841,0,0,3.619464159011841,0,2
1258,30262,33.668880462646484,-15.28882884979248,-129.17506408691406,0.7624074816703796,1,0,11.952709197998047,0,1
1259,864157,9.955970764160156,7.3778581619262695,26.69063377380371,1.895819902420044,0,0,1.895819902420044,0,2
1260,564213,-15.900711059570312,4.147669315338135,64.28740692138672,2.164069414138794,0,0,2.164069414138794,0,1
1261,727804,-49.1927375793457,-76.07875061035156,-98.24314880371094,0.8062714338302612,1,0,0.8062714338302612,0,1
1262,230301,-4.075392723083496,-1.3288697004318237,175.4521484375,8.421345710754395,0,0,8.803491592407227,0,1
1263,123950,5.1390485763549805,6.743852615356445,298.75927734375,2.355058431625366,0,0,125.939453125,0,0
1264,703015,-43.05977249145508,-28.720260620117188,-68.34281158447266,1.6060636043548584,0,0,1.6060636043548584,0,1
1265,342058,8.812666893005371,18.38102912902832,284.91741943359375,1.8548860549926758,0,0,113.5447769165039,0,2
1266,148043,2.812074899673462,-6.966598987579346,198.205322265625,2.516045093536377,0,0,24.601531982421875,0,1
1267,331861,1.2644308805465698,24.32205581665039,268.1782531738281,0.61091548204422,1,0,97.69468688964844,1,1
1268,581507,27.114505767822266,-25.85091209411621,-79.43086242675781,2.2107136249542236,0,0,2.2107136249542236,0,0
1269,191633,7.700563907623291,12.446920394897461,201.1159210205078,1.0589624643325806,1,0,29.640470504760742,0,1
1270,950897,-104.97993469238281,22.108684539794922,-145.1111602783203,2.238420248031616,0,0,65.9617691040039,0,1
1271,328924,8.087281227111816,16.890363693237305,355.3882141113281,2.030695915222168,0,0,183.3336181640625,0,1
1272,523632,8.434557914733887,-11.035392761230469,80.81808471679688,1.4733387231826782,1,0,1.4733387231826782,0,1
1273,548586,12.343929290771484,-16.767845153808594,-36.548858642578125,5.7028045654296875,0,0,5.7028045654296875,0,0
1274,952391,30.802431106567383,-70.66080474853516,-113.51561737060547,0.7112913727760315,1,0,0.7112913727760315,0,1
1275,874684,28.81927490234375,-25.000707626342773,-91.26580047607422,0.7664044499397278,1,0,0.7664044499397278,0,1
1276,959164,28.050783157348633,-64.38153076171875,-102.03131103515625,1.6984254121780396,0,0,1.6984254121780396,0,0
1277,848913,-7.4208784103393555,-17.113080978393555,90.72537231445312,4.630263805389404,0,0,4.630263805389404,0,0
1278,352740,-6.240304946899414,8.19643497467041,343.33880615234375,0.8318272829055786,1,0,170.46029663085938,0,1
1279,320139,-0.08915825933218002,29.92331314086914,331.2421875,2.280472755432129,0,0,161.0005340576172,0,1
1280,445588,-45.400054931640625,-33.519615173339844,-105.17202758789062,1.6122514009475708,0,0,1.6122514009475708,0,1
1281,293286,9.451952934265137,14.711851119995117,328.67095947265625,1.426763653755188,1,0,156.5314483642578,0,1
1282,414712,-11.465807914733887,-0.6660262942314148,-15.564350128173828,1.2053916454315186,1,0,1.2053916454315186,0,1
1283,422144,-28.54530143737793,-20.791894912719727,-48.62864303588867,2.848865270614624,0,0,2.848865270614624,0,1
1284,155731,-9.099335670471191,1.6383774280548096,201.5596923828125,3.715261936187744,0,0,29.179302215576172,0,1
1285,318150,-7.957068920135498,26.970623016357422,328.5507507324219,2.815782070159912,0,0,158.05947875976562,0,2
1286,715690,-46.574851989746094,-41.0362434387207,-79.60462951660156,0.706500232219696,1,0,0.706500232219696,0,1
1287,300755,-8.40096664428711,20.95394515991211,340.7119445800781,6.012638092041016,0,0,169.4996795654297,0,1
1288,406540,-2.0953128337860107,-3.480023145675659,-28.00136375427246,3.102635383605957,0,0,3.102635383605957,0,1
1289,256794,-1.1684784889221191,-3.596900463104248,245.6208953857422,1.111796498298645,1,0,71.99421691894531,0,1
1290,102043,6.139130592346191,9.086459159851074,297.1409606933594,3.587970733642578,0,0,124.63296508789062,0,0
1291,907804,16.074758529663086,-53.681976318359375,-104.42947387695312,1.454439401626587,1,0,1.4544392824172974,0,0
1292,631760,10.56071662902832,-8.862945556640625,-18.20146369934082,0.8033971190452576,1,0,0.8033971190452576,0,2
1293,145796,2.2093966007232666,-9.368693351745605,200.78977966308594,0.8775917887687683,1,0,26.75886344909668,0,0
1294,737141,-35.385189056396484,-63.0027961730957,-95.09664916992188,2.3423147201538086,0,0,2.3423147201538086,0,1
1295,960276,23.616369247436523,-63.720916748046875,-99.14759063720703,1.117745280265808,1,0,1.1177453994750977,0,1
1296,561206,-11.199164390563965,-7.747915267944336,49.69780349731445,2.03902268409729,0,0,2.03902268409729,0,2
1297,655442,-5.412504196166992,-15.747895240783691,-16.55564308166504,0.6003820300102234,1,1,0.6003820300102234,0,0
1298,573475,-12.358465194702148,-11.048128128051758,74.84236145019531,4.592819690704346,0,0,4.592819690704346,0,1
1299,9744,53.047813415527344,18.47408103942871,-128.94766235351562,1.1316032409667969,1,0,50.73241424560547,0,0
1300,803736,2.5122365951538086,-4.6744866371154785,120.5696792602539,8.754999160766602,0,0,8.754999160766602,0,0
1301,573192,-17.62788200378418,-7.613678932189941,80.96886444091797,1.3183233737945557,1,0,1.3183233737945557,0,1
1302,99131,6.120136737823486,11.303605079650879,285.49072265625,5.360564231872559,0,0,113.40686798095703,0,1
1303,120585,5.57822322845459,4.859598636627197,250.4449005126953,5.219239234924316,0,0,77.89887237548828,0,1
1304,395857,4.898348331451416,3.5301735401153564,-35.88090133666992,1.0268625020980835,1,0,1.0268625020980835,0,1
1305,295529,2.8271117210388184,5.858144760131836,321.7874755859375,0.7775567173957825,1,0,148.69766235351562,0,1
1306,776239,7.146022319793701,8.187739372253418,57.41816329956055,5.540707111358643,0,0,5.540707111358643,0,1
1307,549875,5.399200439453125,-21.331497192382812,-33.915679931640625,4.160253524780273,0,0,4.160253524780273,0,1
1308,55826,5.529216766357422,15.403329849243164,324.3456115722656,5.448538303375244,0,0,152.44873046875,0,1
1309,411986,-2.422872543334961,-7.292657852172852,-21.906824111938477,2.5862655639648438,0,0,2.5862655639648438,0,0
1310,538730,-11.208139419555664,-12.383094787597656,58.314517974853516,1.4751070737838745,1,0,1.4751070737838745,0,2
1311,599329,-3.1535305976867676,-11.942477226257324,-65.17559051513672,1.2569810152053833,1,0,1.2569810152053833,0,1
1312,501826,-3.228869676589966,6.458925724029541,142.9442901611328,1.7913626432418823,0,0,1.7913626432418823,0,2
1313,758119,-67.58794403076172,-9.833715438842773,-114.81555938720703,0.8074157238006592,1,0,8.284756660461426,0,1
1314,543871,-0.9394374489784241,-15.712156295776367,-58.42531967163086,5.115848064422607,0,0,5.115848064422607,0,1
1315,406774,5.050720691680908,8.275917053222656,-20.89098358154297,0.9483937621116638,1,0,0.9483937621116638,0,1
1316,969399,23.5497989654541,-81.0799560546875,-116.35536193847656,1.6707934141159058,0,0,9.795767784118652,0,0
1317,171833,-10.637446403503418,5.952307224273682,177.12701416015625,1.326320767402649,1,0,5.346203804016113,0,1
1318,458833,20.319690704345703,-42.215858459472656,-80.50338745117188,0.7978581786155701,1,0,0.7978581786155701,0,1
1319,970757,28.429006576538086,-75.24382781982422,-116.06307220458984,0.9027488231658936,1,0,2.3542962074279785,0,0
1320,662383,-11.39311408996582,-6.44920539855957,0.301896870136261,1.2820203304290771,1,0,1.2820202112197876,0,1
1321,205169,-8.024949073791504,13.1901216506958,206.53866577148438,1.505607008934021,0,0,35.278987884521484,0,1
1322,97520,3.379629611968994,3.0112645626068115,293.22137451171875,1.0575215816497803,1,0,119.99337005615234,0,0
1323,215891,3.156611204147339,-1.837741494178772,225.3625946044922,3.878544569015503,0,0,52.18898391723633,0,0
1324,9916,48.277862548828125,19.70909309387207,-127.20601654052734,0.7987344861030579,1,0,49.748939514160156,0,0
1325,937620,-88.22220611572266,5.688812255859375,-132.51983642578125,1.6767964363098145,0,0,39.34547805786133,1,1
1326,167936,-10.75977897644043,8.278762817382812,180.73471069335938,0.9338553547859192,1,0,9.08877182006836,0,1
1327,939138,-88.05235290527344,6.8028645515441895,-134.63551330566406,0.7438297867774963,1,0,40.92417907714844,0,1
1328,814277,8.5348539352417,-12.563183784484863,136.43402099609375,1.7526569366455078,0,0,1.7526569366455078,0,2
1329,533789,6.377408981323242,-10.348058700561523,62.99642562866211,4.402225971221924,0,0,4.402225971221924,0,2
1330,443987,-43.55863571166992,-35.004737854003906,-105.43125915527344,0.7143248915672302,1,0,0.7143248915672302,0,1
1331,651963,-10.864896774291992,-17.384096145629883,-15.805542945861816,0.6008264422416687,1,1,0.6008263826370239,0,1
1332,421272,-26.094806671142578,-25.239290237426758,-51.664310455322266,1.1563774347305298,1,0,1.1563774347305298,0,1
1333,849129,0.809160590171814,-16.165630340576172,87.6908950805664,4.087508678436279,0,0,4.087508678436279,0,1
1334,929145,18.447494506835938,-55.843204498291016,-115.31411743164062,1.915534257888794,0,0,1.915534257888794,0,1
1335,819182,3.0592923164367676,-14.436843872070312,148.64041137695312,1.0752227306365967,1,0,1.075222373008728,0,1
1336,402558,-6.523388385772705,-6.253086090087891,-27.43490219116211,0.6479072570800781,1,0,0.6479072570800781,0,1
1337,502823,-8.097947120666504,4.9181952476501465,148.19741821289062,1.2675691843032837,1,0,1.2675694227218628,0,2
1338,177170,-10.873209953308105,8.520023345947266,190.46556091308594,1.0097615718841553,1,0,18.78372573852539,0,1
1339,173308,-6.863620758056641,12.134026527404785,187.6577606201172,1.1970187425613403,1,0,16.40424919128418,0,0
1340,83565,-6.225134372711182,-0.30289673805236816,269.1539001464844,0.80556720495224,1,0,95.79434967041016,0,1
1341,889107,20.461727142333984,-14.75326156616211,-84.94034576416016,2.6536381244659424,0,0,2.6536381244659424,0,0
1342,541858,8.087138175964355,-24.86357879638672,-44.86425018310547,4.928524017333984,0,0,4.928524017333984,0,0
1343,567684,-9.32522964477539,-17.006155014038086,67.01654052734375,1.2845664024353027,1,0,1.2845664024353027,0,2
1344,148774,4.68346643447876,-4.466272830963135,192.51336669921875,4.361771106719971,0,0,19.600055694580078,0,1
1345,675142,-0.9870213866233826,0.37325239181518555,-51.333858489990234,2.7918784618377686,0,0,2.7918784618377686,0,1
1346,935504,-83.86474609375,6.132551193237305,-131.02574157714844,0.9274876713752747,1,0,36.111385345458984,0,1
1347,795799,11.266948699951172,-5.741237163543701,110.32987976074219,0.7323333621025085,1,0,0.732333779335022,0,1
1348,447951,-40.04218673706055,-38.907283782958984,-95.36016845703125,0.7279686331748962,1,0,0.7279686331748962,0,0
1349,277014,5.237240314483643,18.648155212402344,241.09417724609375,1.0774195194244385,1,0,70.09268188476562,0,0
1350,260824,-9.940838813781738,2.4864110946655273,257.2287292480469,1.3272839784622192,1,0,84.33094787597656,0,0
1351,39638,28.43682098388672,-29.318254470825195,-128.0391082763672,1.4538887739181519,1,0,1.4538887739181519,0,1
1352,211819,-4.412453651428223,-6.725862979888916,223.1100616455078,0.47678831219673157,1,0,49.29821014404297,0,0
1353,533450,-3.151172399520874,-17.715877532958984,71.95149993896484,2.2238574028015137,0,0,2.2238574028015137,0,1
1354,511762,-8.03888988494873,6.512490749359131,166.20175170898438,1.904052972793579,0,0,1.904052972793579,0,1
1355,147793,-2.831845760345459,-8.538922309875488,200.9917449951172,1.2876231670379639,1,0,27.132707595825195,0,0
1356,664429,14.842048645019531,-8.0662260055542,-75.59368133544922,2.7888550758361816,0,0,2.7888550758361816,0,1
1357,910076,16.73776626586914,-54.217994689941406,-108.17047882080078,2.3519294261932373,0,0,2.3519294261932373,0,0
1358,827254,2.8962912559509277,-11.312276840209961,157.96446228027344,2.989579916000366,0,0,2.989579916000366,0,2
1359,194209,5.808022499084473,12.60051441192627,201.33340454101562,1.7415598630905151,0,0,29.92921257019043,0,1
1360,966961,18.010461807250977,-87.09026336669922,-118.46742248535156,1.702816128730774,0,0,18.176359176635742,0,1
1361,325235,6.896742343902588,19.660737991333008,352.7131652832031,3.9502689838409424,0,0,181.0531463623047,0,1
1362,884080,29.111982345581055,-14.734580039978027,-82.86272430419922,0.8131263256072998,1,0,0.8131263852119446,0,1
1363,351213,6.660385608673096,18.243061065673828,296.6152648925781,4.330607891082764,0,0,125.2218246459961,0,1
1364,690106,-41.778202056884766,-42.60514831542969,-56.79303741455078,0.9267846941947937,1,0,0.9267847537994385,0,1
1365,534975,10.484756469726562,-2.7172257900238037,63.59517288208008,3.6400020122528076,0,0,3.6400020122528076,0,2
1366,766107,-77.55192565917969,-0.7539169788360596,-126.453857421875,0.9484720230102539,1,0,25.753435134887695,0,0
1367,548709,-7.340043067932129,-18.316362380981445,-50.1278190612793,1.5116908550262451,0,0,1.5116908550262451,0,1
1368,967479,21.013029098510742,-84.88114929199219,-118.36846160888672,1.1019331216812134,1,0,14.559611320495605,0,1
1369,37084,28.195213317871094,-26.974279403686523,-123.4302749633789,0.8706074357032776,1,0,0.8706074357032776,0,0
1370,225197,10.097094535827637,1.6089465618133545,219.2140350341797,1.8027727603912354,0,0,46.320152282714844,0,1
1371,35240,31.403892517089844,-22.743122100830078,-129.34353637695312,0.6832123398780823,1,0,4.265538692474365,0,0
1372,626446,4.629846096038818,-15.015223503112793,-23.63973045349121,0.7025129199028015,1,0,0.7025129795074463,0,1
1373,899014,14.457009315490723,-52.029823303222656,-95.41468811035156,1.512385368347168,0,0,1.512385368347168,0,0
1374,273869,10.495503425598145,13.482101440429688,235.6873016357422,0.6078442931175232,1,0,64.05445098876953,0,0
1375,289246,0.9686950445175171,18.70907211303711,222.703125,0.738183856010437,1,0,51.88045120239258,0,1
1376,410590,9.492225646972656,1.1944812536239624,-16.195932388305664,3.5422027111053467,0,0,3.5422027111053467,0,2
1377,122464,8.731404304504395,8.3154878616333,244.61231994628906,3.1505658626556396,0,0,72.38523864746094,0,1
1378,973566,-5.090459823608398,-113.44898986816406,-126.7127914428711,1.0929771661758423,1,0,54.106201171875,1,1
1379,56492,-1.9415744543075562,24.726835250854492,329.75299072265625,7.532679080963135,0,0,159.08163452148438,0,0
1380,732,60.41571044921875,32.46709442138672,-127.04449462890625,0.7188977599143982,1,0,66.45640563964844,1,1
1381,691776,-32.154747009277344,-38.416290283203125,-60.56657409667969,0.8005423545837402,1,0,0.8005423545837402,0,0
1382,705539,-40.952205657958984,-33.45237350463867,-71.04307556152344,3.8353271484375,0,0,3.8353271484375,0,0
1383,668884,16.81103515625,-3.285125732421875,-66.81393432617188,3.4133429527282715,0,0,3.4133429527282715,0,1
1384,794069,-6.030753135681152,-8.581816673278809,106.12883758544922,5.64207124710083,0,0,5.64207124710083,0,1
1385,275095,-2.6478028297424316,12.103833198547363,229.35952758789062,7.673391819000244,0,0,58.23429870605469,0,0
1386,836087,4.238419055938721,-18.658859252929688,105.15934753417969,2.1222407817840576,0,0,2.1222407817840576,0,1
1387,589695,17.673084259033203,-19.057294845581055,-72.24957275390625,7.026790142059326,0,0,7.026790142059326,0,1
1388,377711,-10.164023399353027,12.280673027038574,274.81610107421875,3.606518507003784,0,0,103.01554107666016,0,1
1389,291326,10.329370498657227,16.90802001953125,331.3014831542969,1.0009748935699463,1,0,159.39291381835938,0,1
1390,811642,11.669108390808105,-3.2936575412750244,135.75099182128906,2.5195133686065674,0,0,2.5195133686065674,0,1
1391,646149,-14.678544998168945,-22.770221710205078,-16.957700729370117,0.8626043796539307,1,0,0.8626043796539307,1,1
1392,527034,1.4952472448349,-18.35695457458496,77.8892593383789,1.0313297510147095,1,0,1.0313297510147095,1,1
1393,100230,8.779082298278809,7.988978862762451,293.0780944824219,1.2473047971725464,1,0,120.39798736572266,0,1
1394,496068,-3.311807870864868,6.309379577636719,-4.54533052444458,5.690573215484619,0,0,5.690573215484619,0,1
1395,844764,-12.381937026977539,-17.261240005493164,97.38508605957031,1.2118494510650635,1,0,1.2118494510650635,0,0
1396,224966,8.922904014587402,-1.8201807737350464,219.876708984375,1.1752454042434692,1,0,46.556148529052734,0,0
1397,507455,-7.66856050491333,8.33459758758545,163.7835693359375,1.0135447978973389,1,0,1.0135445594787598,0,1
1398,839419,-1.3374556303024292,-20.125551223754883,102.50527954101562,1.4083608388900757,1,0,1.4083609580993652,0,1
1399,360858,-8.256994247436523,21.769563674926758,346.28289794921875,6.168514728546143,0,0,175.12962341308594,0,0
1400,140441,-13.279850959777832,20.399269104003906,302.5981140136719,0.6544603109359741,1,0,131.53607177734375,0,0
1401,199045,7.617419242858887,-0.7958466410636902,209.74623107910156,3.4653444290161133,0,0,36.784976959228516,0,0
1402,474763,19.57245445251465,-39.43075942993164,-102.1275863647461,2.622514009475708,0,0,2.622514009475708,0,1
1403,877853,22.12517738342285,-27.358386993408203,-92.18370819091797,5.821059226989746,0,0,5.821059226989746,0,1
1404,266024,-11.326471328735352,13.233278274536133,261.289306640625,2.2064411640167236,0,0,89.6766357421875,0,1
1405,7204,49.36906433105469,22.180814743041992,-128.98992919921875,0.6135174632072449,1,0,52.500091552734375,0,0
1406,749379,-59.6826057434082,-20.559232711791992,-106.48082733154297,0.7790998816490173,1,0,0.7790998220443726,0,1
1407,491143,-7.6158766746521,9.367785453796387,17.142343521118164,4.010924816131592,0,0,4.010924816131592,0,1
1408,933806,-79.71971893310547,-3.9228203296661377,-126.11737060546875,0.7075114846229553,1,0,25.032508850097656,0,0
1409,539524,9.6489839553833,-28.800230026245117,-57.336544036865234,2.191948175430298,0,0,2.191948175430298,0,1
1410,342850,-2.31209397315979,17.97515869140625,284.06573486328125,8.623119354248047,0,0,113.07061004638672,0,0
1411,421259,-25.52569580078125,-24.29189682006836,-50.9854621887207,0.9585602283477783,1,0,0.9585601687431335,1,1
1412,760287,-68.4127197265625,-10.706377029418945,-117.10879516601562,2.4914793968200684,0,0,9.719527244567871,0,1
1413,393325,-3.532186269760132,7.380279541015625,301.39093017578125,4.963312149047852,0,0,128.7844696044922,0,1
1414,329906,9.599013328552246,16.52379608154297,357.9179992675781,0.5999943017959595,1,0,185.77725219726562,0,1
1415,511015,4.221805572509766,3.4372739791870117,159.5890655517578,7.3496856689453125,0,0,7.3496856689453125,0,2
1416,202420,5.025447368621826,16.11956787109375,218.33566284179688,0.8565226197242737,1,0,47.19812774658203,0,1
1417,335124,-0.43896758556365967,17.93137550354004,267.02020263671875,6.477431297302246,0,0,96.01600646972656,0,1
1418,200185,6.553860664367676,11.594188690185547,211.77337646484375,2.880551815032959,0,0,40.228858947753906,0,0
1419,938916,-91.0897216796875,9.718640327453613,-131.56724548339844,0.9448722004890442,1,0,43.06901931762695,0,1
1420,449228,-43.426395416259766,-41.25811004638672,-95.8316421508789,1.978616714477539,0,0,1.9786168336868286,0,1
